,customer_id,age,gender,name
53085,C207580,22,Hombre,Juan Pablo Cardona
53086,C406307,45,Mujer,Paula Gómez
53087,C224084,64,Hombre,Alejandro Correa
53088,C339765,26,Hombre,Juan Sebastián Mejía
53089,C310088,56,Hombre,Juan David Mora
53090,C837580,23,Mujer,Sandra Milena Muñoz
53091,C178319,33,Mujer,Juana Ríos
53092,C477683,28,Mujer,Sandra Gutiérrez
53093,C144123,58,Mujer,Ana María Hernández
53094,C146087,65,Hombre,David Ochoa
53095,C336138,68,Mujer,Clara Inés Jiménez
53096,C799636,27,Mujer,María José Franco
53097,C194034,61,Mujer,María Paula Ortiz
53098,C153008,67,Hombre,Ricardo Osorio
53099,C191650,57,Mujer,Luciana García
53100,C232300,50,Mujer,María José Muñoz
53101,C774738,45,Mujer,Valeria Correa
53102,C731494,64,Mujer,Claudia Osorio
53103,C256961,57,Mujer,María José Ángel
53104,C263762,34,Mujer,Valeria Guerrero
53105,C294407,31,Mujer,Patricia Botero
53106,C184241,41,Hombre,Daniel Alejandro Pineda
53107,C645714,42,Mujer,Danna Sofía Zapata
53108,C601012,54,Mujer,Alejandra Rodríguez
53109,C143821,69,Mujer,Lorena Hernández
53110,C968613,21,Hombre,Mario Ruiz
53111,C278146,38,Hombre,Kevin Santiago Londoño
53112,C330566,21,Hombre,Daniel Ochoa
53113,C135654,21,Mujer,María Camila Gómez
53114,C526898,53,Hombre,Martín Gómez
53115,C144643,19,Mujer,Leidy Johanna González
53116,C214907,26,Mujer,Tatiana Gutiérrez
53117,C940846,21,Mujer,Antonella Gallego
53118,C238212,36,Mujer,Isabella Arias
53119,C711582,47,Mujer,Luz Marina González
53120,C520579,50,Mujer,María José Parra
53121,C419965,66,Hombre,Maximiliano Osorio
53122,C262453,38,Hombre,Juan Sebastián Restrepo
53123,C543476,18,Mujer,Luciana Castro
53124,C132116,39,Mujer,Daniela Franco
53125,C193416,29,Mujer,Catalina Montoya
53126,C919303,62,Mujer,Liliana Ramírez
53127,C763929,46,Hombre,Andrés Álvarez
53128,C374270,51,Mujer,Andrea Romero
53129,C204571,21,Hombre,Carlos Andrés Pérez
53130,C652435,20,Hombre,Juan Esteban Vargas
53131,C203341,39,Mujer,María Paula Torres
53132,C235194,29,Hombre,Brayan Stiven Moreno
53133,C332097,36,Mujer,Ximena Moreno
53134,C105387,24,Hombre,Mauricio Peña
53135,C165394,59,Mujer,Valentina Parra
53136,C539064,52,Hombre,Santiago José González
53137,C206694,30,Mujer,Juana Mora
53138,C715927,21,Hombre,Víctor Manuel Peña
53139,C654723,37,Mujer,Guadalupe Quintero
53140,C111902,67,Mujer,Juana Hernández
53141,C696468,55,Mujer,María Isabel Mejía
53142,C339869,32,Hombre,Cristian Camilo Gallego
53143,C885506,36,Hombre,Carlos Alberto Vega
53144,C181663,66,Hombre,Tomás Quintero
53145,C330264,62,Mujer,Liliana Castañeda
53146,C250141,67,Mujer,Ana Lucía Castañeda
53147,C324118,44,Mujer,Paola Cruz
53148,C750789,24,Hombre,Camilo Rojas
53149,C130087,67,Hombre,Juan Sebastián Torres
53150,C163290,54,Mujer,Alejandra Bedoya
53151,C725089,36,Hombre,Francisco Hernández
53152,C655812,45,Hombre,Emiliano Castañeda
53153,C125790,41,Hombre,Sebastián López
53154,C131954,66,Hombre,Alejandro Correa
53155,C811425,42,Mujer,Patricia Cárdenas
53156,C158996,31,Hombre,Hector Mesa
53157,C300314,29,Mujer,Sara Díaz
53158,C165756,49,Hombre,Luis Fernando Vargas
53159,C560439,36,Hombre,Juan Camilo Ortiz
53160,C153664,30,Mujer,Sandra López
53161,C737496,29,Hombre,Carlos Ruiz
53162,C100403,53,Mujer,Clara Inés Díaz
53163,C197324,47,Hombre,Jorge Vega
53164,C149288,18,Hombre,Diego Alejandro Vega
53165,C843359,35,Mujer,Luciana Vargas
53166,C165379,49,Mujer,Ximena Pineda
53167,C735859,22,Mujer,Ana Lucía Pérez
53168,C190168,57,Hombre,Camilo Peña
53169,C240411,24,Mujer,Ana Cruz
53170,C296034,68,Hombre,Santiago José Botero
53171,C329300,31,Hombre,Cristian Cárdenas
53172,C130750,67,Mujer,Diana Guerrero
53173,C212668,53,Mujer,Salomé Escobar
53174,C900612,23,Mujer,Laura Martínez
53175,C177716,28,Mujer,Antonella Montoya
53176,C123925,54,Mujer,Dulce María Escobar
53177,C295109,52,Mujer,Ana Lucía Restrepo
53178,C169583,33,Mujer,Tatiana Cárdenas
53179,C455588,49,Mujer,Tatiana Mejía
53180,C176662,54,Mujer,María Isabel Mendoza
53181,C601824,47,Mujer,Luz Marina García
53182,C228512,31,Hombre,Kevin Santiago Pérez
53183,C143272,39,Mujer,Isabel Londoño
53184,C108581,60,Hombre,Oscar Suárez
53185,C106580,61,Mujer,Laura Sofía Montoya
53186,C749905,19,Hombre,Jhon Jairo Ortiz
53187,C226712,61,Mujer,María Victoria Suárez
53188,C119114,32,Mujer,Natalia Pérez
53189,C283519,68,Hombre,Maximiliano Rodríguez
53190,C190564,41,Mujer,Alejandra Bedoya
53191,C976248,61,Mujer,Gloria Osorio
53192,C268099,48,Mujer,Sara Castro
53193,C105433,25,Mujer,Valentina Arias
53194,C166207,41,Mujer,Isabel Vega
53195,C226823,21,Mujer,Isabel Vega
53196,C333155,21,Hombre,Carlos Castro
53197,C482537,51,Hombre,Felipe Cardona
53198,C677987,65,Mujer,Valeria Cárdenas
53199,C129412,43,Hombre,David Bedoya
53200,C100211,62,Mujer,Juliana Mendoza
53201,C138769,49,Hombre,Felipe Martínez
53202,C170025,48,Mujer,Leidy Johanna Soto
53203,C356458,42,Mujer,Isabella Rincón
53204,C103424,52,Mujer,Catalina Gallego
53205,C170146,56,Mujer,Juliana Torres
53206,C206271,55,Mujer,Alejandra Vargas
53207,C163699,22,Hombre,Carlos Botero
53208,C227433,50,Mujer,Andrea Cardona
53209,C687852,29,Hombre,José Muñoz
53210,C857485,44,Mujer,Mariana Muñoz
53211,C149908,20,Hombre,Brayan Stiven Botero
53212,C572878,49,Hombre,Santiago Díaz
53213,C282533,32,Mujer,Valeria Pérez
53214,C881532,54,Mujer,Antonella Botero
53215,C270532,29,Hombre,Nicolas Parra
53216,C512716,51,Hombre,Simón Mora
53217,C292457,29,Hombre,Jerónimo Bedoya
53218,C141969,39,Mujer,Dulce María Londoño
53219,C438399,57,Mujer,Isabella Castañeda
53220,C262598,67,Hombre,Daniel Ruiz
53221,C318726,68,Mujer,Manuela Restrepo
53222,C127346,49,Mujer,Sara Aguirre
53223,C736740,29,Mujer,Ana Lucía Ruiz
53224,C125015,50,Mujer,Antonia Ríos
53225,C347148,68,Mujer,María José Romero
53226,C131043,21,Mujer,Tatiana Gallego
53227,C251537,52,Mujer,Laura Ortiz
53228,C144866,33,Hombre,Santiago José Cárdenas
53229,C253333,45,Mujer,Lorena Restrepo
53230,C566851,42,Mujer,Ximena González
53231,C420402,50,Mujer,María Alejandra Ortiz
53232,C132267,29,Hombre,Juan Díaz
53233,C317720,28,Mujer,Paola Vargas
53234,C212231,39,Mujer,Laura Montoya
53235,C572783,35,Mujer,Isabel Quintero
53236,C203155,26,Hombre,Carlos Pérez
53237,C119999,40,Hombre,José Luis Gallego
53238,C800149,49,Mujer,Mariana Soto
53239,C311161,39,Mujer,Luz Marina Restrepo
53240,C301690,61,Mujer,María Isabel Valencia
53241,C285814,46,Hombre,José Moreno
53242,C281637,22,Mujer,Manuela García
53243,C102535,37,Mujer,Ana Sofía Álvarez
53244,C730315,27,Mujer,Andrea Mejía
53245,C324392,61,Mujer,Carolina Restrepo
53246,C327905,26,Hombre,Carlos Alberto Ríos
53247,C182365,49,Hombre,Mauricio Arias
53248,C343492,55,Mujer,Valentina Moreno
53249,C178796,20,Hombre,Felipe Franco
53250,C597269,20,Mujer,Ana Lucía Cárdenas
53251,C160648,18,Mujer,Isabel Díaz
53252,C128401,35,Hombre,Juan David Soto
53253,C261077,20,Mujer,Juana Cardona
53254,C168493,38,Mujer,Ximena Cruz
53255,C215942,55,Hombre,Sergio Ruiz
53256,C202850,63,Mujer,Dulce María Ochoa
53257,C200134,67,Mujer,Sara Valentina Zapata
53258,C220470,64,Mujer,Catalina Zapata
53259,C721622,48,Mujer,María Fernanda Pineda
53260,C143610,58,Mujer,Salomé Arias
53261,C214271,59,Mujer,Laura Bedoya
53262,C444165,32,Mujer,María Camila Ortiz
53263,C142833,24,Mujer,Patricia Bedoya
53264,C207373,37,Hombre,Fernando Ortiz
53265,C159514,59,Mujer,Laura Ríos
53266,C181860,67,Hombre,Andrés Gallego
53267,C259996,63,Mujer,Leidy Johanna Martínez
53268,C265906,40,Hombre,Miguel Ángel Restrepo
53269,C232320,64,Hombre,Manuel Osorio
53270,C330354,42,Hombre,Hector Rincón
53271,C338882,18,Mujer,Sandra Milena Jiménez
53272,C823798,58,Mujer,Tatiana Rodríguez
53273,C544374,44,Mujer,Isabella Álvarez
53274,C182943,62,Hombre,Cristian Camilo Correa
53275,C308486,44,Mujer,María José Ríos
53276,C179128,48,Mujer,Sara Valentina Ochoa
53277,C322061,39,Hombre,Jerónimo Arias
53278,C184734,33,Hombre,Cristian Castañeda
53279,C420727,21,Mujer,Sara Sofía Franco
53280,C247794,21,Hombre,José Montoya
53281,C329447,50,Hombre,Juan Esteban Londoño
53282,C179974,44,Hombre,Víctor Manuel Soto
53283,C230416,24,Mujer,Sandra Milena Torres
53284,C310653,23,Mujer,Luciana Mora
53285,C261261,23,Mujer,Valeria Londoño
53286,C181382,52,Hombre,Mateo Suárez
53287,C267883,28,Mujer,Diana Mendoza
53288,C981305,64,Mujer,Sandra Aguirre
53289,C266086,50,Hombre,Oscar Martínez
53290,C158443,41,Mujer,Sara Valentina Gutiérrez
53291,C663088,48,Hombre,Juan Sebastián Ruiz
53292,C622835,49,Hombre,Juan Esteban Parra
53293,C217336,31,Mujer,Alejandra Mesa
53294,C132302,53,Hombre,Miguel Ángel Torres
53295,C292897,36,Mujer,Laura Valentina Pérez
53296,C158639,36,Mujer,Ana Cruz
53297,C238737,48,Mujer,Manuela Mesa
53298,C224222,52,Mujer,María Isabel Martínez
53299,C152720,56,Hombre,Ivan Mora
53300,C151482,29,Mujer,Marcela Cruz
53301,C398509,28,Mujer,Valeria Mejía
53302,C304992,22,Mujer,Sofía Moreno
53303,C230981,62,Mujer,Claudia Rojas
53304,C447897,34,Mujer,Liliana Ramírez
53305,C161536,54,Mujer,María Paula Díaz
53306,C397939,18,Mujer,Alejandra Pineda
53307,C114977,65,Mujer,Monica Bedoya
53308,C735901,54,Mujer,Mariana Mesa
53309,C841539,34,Mujer,Monica Martínez
53310,C827809,27,Hombre,Tomás Quintero
53311,C177255,58,Mujer,Tatiana Cruz
53312,C189187,49,Mujer,Guadalupe Marín
53313,C318387,38,Hombre,Daniel Restrepo
53314,C617479,58,Hombre,Luis Cruz
53315,C407786,18,Mujer,Natalia Henao
53316,C113335,39,Mujer,Ana María Quintero
53317,C645878,48,Hombre,Jorge Gallego
53318,C110070,49,Mujer,Sandra Valencia
53319,C137749,65,Hombre,Gabriel Zapata
53320,C294504,51,Hombre,Javier Osorio
53321,C312271,20,Hombre,Esteban Romero
53322,C319206,68,Mujer,Gloria Peña
53323,C241361,51,Mujer,Sofía Botero
53324,C649645,31,Mujer,Sandra Milena Mora
53325,C262724,49,Hombre,Santiago José Cardona
53326,C125265,45,Hombre,Gabriel Jiménez
53327,C640264,32,Mujer,Ana Ángel
53328,C167949,25,Mujer,Juana Mendoza
53329,C965187,36,Hombre,Santiago Botero
53330,C243237,19,Mujer,Marcela Mesa
53331,C270671,67,Hombre,Carlos Alberto Sánchez
53332,C322145,43,Mujer,Leidy Johanna Jiménez
53333,C189402,28,Hombre,Ricardo Quintero
53334,C142367,26,Hombre,Francisco Ochoa
53335,C217587,31,Hombre,Hector Vega
53336,C101508,60,Mujer,Gabriela Álvarez
53337,C192080,19,Mujer,Lorena Mora
53338,C230608,41,Mujer,María Alejandra Rojas
53339,C130208,51,Mujer,Danna Sofía Jiménez
53340,C203784,65,Hombre,Martín Cardona
53341,C337035,26,Mujer,Gabriela Cruz
53342,C268992,63,Hombre,Juan Franco
53343,C335975,35,Hombre,Manuel Torres
53344,C199581,47,Mujer,Juliana Escobar
53345,C279170,53,Mujer,María Isabel Soto
53346,C482550,60,Mujer,Isabel López
53347,C540083,41,Hombre,Sergio Mora
53348,C727722,24,Hombre,Juan Esteban Pineda
53349,C306147,33,Hombre,Mauricio Mendoza
53350,C187962,19,Hombre,Ricardo Correa
53351,C251115,26,Hombre,Nicolas Hernández
53352,C527146,51,Hombre,Ivan Soto
53353,C308343,32,Mujer,Lorena Martínez
53354,C310201,22,Mujer,María Fernanda Cardona
53355,C660901,66,Mujer,Manuela Gutiérrez
53356,C202172,25,Mujer,Tatiana Ramírez
53357,C249989,36,Mujer,María Muñoz
53358,C516529,52,Mujer,Luciana Escobar
53359,C253681,53,Mujer,María Isabel Peña
53360,C138706,49,Mujer,Dulce María Ramírez
53361,C130796,30,Mujer,Gloria Sánchez
53362,C390897,42,Mujer,María Isabel Vargas
53363,C115537,65,Hombre,Miguel Ángel García
53364,C292059,39,Mujer,Gabriela Mendoza
53365,C190281,42,Mujer,Camila Torres
53366,C890503,31,Mujer,Paula Restrepo
53367,C945086,66,Mujer,Manuela Ángel
53368,C161359,66,Hombre,Juan José Hernández
53369,C224644,29,Hombre,Cristian Valencia
53370,C215292,61,Mujer,Guadalupe Salazar
53371,C235559,36,Mujer,Antonella Gallego
53372,C121929,50,Hombre,Kevin Santiago Cruz
53373,C646582,58,Hombre,José Luis Gutiérrez
53374,C201179,32,Hombre,Francisco Gallego
53375,C336915,36,Hombre,Santiago José Osorio
53376,C240931,54,Mujer,Salomé Suárez
53377,C897874,65,Mujer,Gloria Peña
53378,C300172,20,Mujer,María Isabel Cruz
53379,C101790,65,Mujer,Andrea Botero
53380,C332150,53,Hombre,Jhon Jairo Vargas
53381,C107266,43,Hombre,Juan David Castañeda
53382,C258110,40,Hombre,Mateo Londoño
53383,C148059,24,Mujer,María Álvarez
53384,C150012,54,Mujer,Luciana Restrepo
53385,C554661,59,Mujer,Guadalupe Londoño
53386,C330439,20,Hombre,Diego Moreno
53387,C122258,26,Hombre,Martín Cruz
53388,C358254,28,Hombre,Alejandro Soto
53389,C499394,65,Mujer,Laura Ruiz
53390,C453449,37,Mujer,Ana Sofía Hernández
53391,C162696,32,Mujer,Isabella Rodríguez
53392,C106153,30,Hombre,Juan Gallego
53393,C156644,53,Mujer,Antonia Ángel
53394,C295905,67,Mujer,Carolina Ríos
53395,C195393,37,Hombre,Mateo Rodríguez
53396,C238356,48,Mujer,Luciana Martínez
53397,C121955,56,Mujer,Ximena González
53398,C138499,22,Hombre,Juan José Restrepo
53399,C957927,40,Hombre,Juan Pablo Correa
53400,C103210,36,Hombre,Nicolas Ortiz
53401,C218724,38,Hombre,Tomás García
53402,C270657,59,Mujer,Sara Cruz
53403,C104815,47,Hombre,Mario Valencia
53404,C291366,53,Mujer,Manuela Zapata
53405,C147096,37,Mujer,Ana María Muñoz
53406,C262730,22,Hombre,Ivan Rincón
53407,C275041,63,Mujer,Salomé Ruiz
53408,C574293,55,Mujer,Patricia Mejía
53409,C254167,24,Mujer,Tatiana Ramírez
53410,C118295,53,Mujer,Laura Ramírez
53411,C195796,57,Mujer,Juliana Rojas
53412,C287833,48,Mujer,Ana María Ángel
53413,C102174,58,Hombre,Miguel Ángel Marín
53414,C100728,50,Mujer,Liliana Zapata
53415,C421264,29,Hombre,Francisco Pérez
53416,C321410,55,Mujer,Salomé Gutiérrez
53417,C601574,51,Mujer,María José Cárdenas
53418,C239092,21,Mujer,María Fernanda Parra
53419,C231475,55,Mujer,Guadalupe Suárez
53420,C269727,50,Mujer,Luz Marina Salazar
53421,C279918,19,Mujer,Camila Arias
53422,C915798,50,Hombre,Andrés Romero
53423,C116540,33,Mujer,Isabella Escobar
53424,C284801,52,Mujer,Tatiana Correa
53425,C175840,60,Mujer,Natalia Botero
53426,C204561,61,Hombre,Juan Esteban Cardona
53427,C321535,42,Hombre,Kevin Santiago Guerrero
53428,C243991,47,Hombre,Juan Sebastián Romero
53429,C242293,30,Mujer,María Fernanda Sánchez
53430,C255104,44,Hombre,Andrés Zapata
53431,C304135,29,Mujer,Juana Hernández
53432,C154394,67,Mujer,María Victoria Rojas
53433,C315631,57,Hombre,Tomás Romero
53434,C253548,29,Mujer,Ana Lucía Osorio
53435,C729745,52,Mujer,Antonella Romero
53436,C950200,57,Mujer,Sandra Álvarez
53437,C236902,20,Hombre,Diego Pérez
53438,C319279,23,Mujer,Daniela Moreno
53439,C153076,35,Hombre,Miguel Ramírez
53440,C129963,45,Mujer,Danna Sofía Arias
53441,C890519,34,Mujer,Sofía Mejía
53442,C232988,60,Mujer,Andrea Pineda
53443,C222285,18,Mujer,Alejandra Salazar
53444,C275300,66,Mujer,Salomé Cardona
53445,C207423,39,Mujer,María Alejandra Londoño
53446,C123121,38,Mujer,Laura Ochoa
53447,C263758,31,Hombre,Fernando Bedoya
53448,C318199,54,Hombre,Ivan Salazar
53449,C173205,54,Mujer,Sofía Correa
53450,C323248,30,Hombre,Cristian Ortiz
53451,C312645,26,Hombre,José Luis Botero
53452,C202109,22,Mujer,Paola Ríos
53453,C276145,29,Hombre,Felipe Marín
53454,C304415,22,Mujer,Guadalupe Castro
53455,C157483,38,Hombre,Tomás Osorio
53456,C110392,31,Mujer,Paula Bedoya
53457,C174679,65,Hombre,Juan Camilo Rodríguez
53458,C208476,59,Hombre,Tomás Rojas
53459,C208015,29,Mujer,María Alejandra Botero
53460,C172999,66,Hombre,Felipe Gutiérrez
53461,C860840,43,Mujer,Guadalupe Montoya
53462,C516021,38,Hombre,Juan Sebastián Rincón
53463,C312315,50,Hombre,Cristian Álvarez
53464,C313924,30,Mujer,Paola Peña
53465,C299647,27,Mujer,Sofía Quintero
53466,C300503,44,Hombre,Víctor Manuel Arias
53467,C582261,41,Mujer,Gloria González
53468,C209455,44,Mujer,Lorena Castro
53469,C323556,61,Mujer,Guadalupe Escobar
53470,C659205,50,Mujer,Laura Romero
53471,C205814,59,Mujer,Tatiana Castañeda
53472,C169229,47,Hombre,Kevin Santiago Pineda
53473,C152211,27,Mujer,Laura Moreno
53474,C325012,45,Hombre,Daniel Cardona
53475,C204554,42,Mujer,Catalina Mendoza
53476,C254287,20,Hombre,Oscar Ramírez
53477,C180913,65,Mujer,Daniela Correa
53478,C212258,35,Mujer,Laura Sofía Pérez
53479,C473901,25,Mujer,Sara Sofía Moreno
53480,C482255,50,Mujer,Gloria Vega
53481,C873624,28,Hombre,Carlos Andrés Romero
53482,C314000,67,Hombre,Jhon Jairo Vargas
53483,C996929,52,Mujer,Camila Romero
53484,C112662,23,Mujer,Claudia Ramírez
53485,C306162,40,Mujer,Claudia Castro
53486,C210471,52,Mujer,María Isabel Guerrero
53487,C147079,19,Mujer,Patricia Vargas
53488,C197626,19,Mujer,Paola García
53489,C166915,21,Mujer,Sandra Quintero
53490,C158392,60,Mujer,Catalina Jiménez
53491,C219106,43,Mujer,Alejandra Castro
53492,C181928,38,Mujer,Paula Guerrero
53493,C902770,50,Mujer,Mariana Restrepo
53494,C163773,39,Hombre,Juan Montoya
53495,C298231,24,Mujer,Marcela Franco
53496,C164288,31,Hombre,Sebastián Álvarez
53497,C211441,51,Mujer,Dulce María Pérez
53498,C132276,42,Hombre,Julian Guerrero
53499,C103792,69,Mujer,Antonella Cardona
53500,C312621,69,Hombre,Santiago Rojas
53501,C307963,25,Hombre,Manuel Osorio
53502,C509488,26,Mujer,Juana Parra
53503,C903858,29,Mujer,Natalia Cárdenas
53504,C123770,30,Mujer,Paula González
53505,C463640,40,Mujer,Guadalupe Restrepo
53506,C115442,27,Mujer,Lorena Soto
53507,C160727,63,Mujer,Carolina Rodríguez
53508,C294957,54,Hombre,Mauricio Suárez
53509,C277836,39,Mujer,María Paula Díaz
53510,C287801,57,Mujer,Patricia Jiménez
53511,C143171,62,Mujer,María Aguirre
53512,C474149,40,Hombre,Luis Fernando Cruz
53513,C163972,51,Mujer,Laura Vargas
53514,C194220,23,Mujer,Alejandra Valencia
53515,C110789,42,Mujer,Sandra Ortiz
53516,C185726,43,Mujer,Ana María Pineda
53517,C305002,20,Mujer,Laura Valentina Franco
53518,C213251,25,Mujer,Diana Hernández
53519,C247419,63,Hombre,Mauricio Ochoa
53520,C137432,36,Mujer,Sara Valentina Arias
53521,C218825,47,Mujer,Ana María Rodríguez
53522,C952012,46,Hombre,Santiago Parra
53523,C295869,32,Mujer,Ana Salazar
53524,C983413,41,Mujer,Isabel Ochoa
53525,C336991,46,Hombre,Andrés Guerrero
53526,C462873,50,Hombre,Juan Esteban Londoño
53527,C221928,61,Mujer,María Isabel Ramírez
53528,C221470,25,Hombre,Santiago José Londoño
53529,C301987,43,Hombre,Cristian Camilo Ángel
53530,C757780,44,Mujer,Dulce María Rincón
53531,C303775,53,Mujer,Luciana Henao
53532,C160654,23,Mujer,María Díaz
53533,C640610,55,Mujer,Natalia Ángel
53534,C147086,40,Mujer,Sara Osorio
53535,C209341,40,Mujer,Camila Osorio
53536,C249984,23,Hombre,Jerónimo Gómez
53537,C119087,49,Hombre,Juan Camilo Gallego
53538,C150752,18,Mujer,María Isabel Mora
53539,C320782,39,Hombre,Cristian Londoño
53540,C294127,66,Hombre,Sebastián Cárdenas
53541,C212618,65,Mujer,Manuela Rincón
53542,C266127,49,Mujer,Catalina Botero
53543,C143700,63,Hombre,Jorge Muñoz
53544,C133254,50,Mujer,Valeria Salazar
53545,C187379,30,Mujer,Ana María Sánchez
53546,C322954,51,Hombre,Alejandro Torres
53547,C293665,59,Hombre,Santiago José Botero
53548,C299400,65,Mujer,Guadalupe Álvarez
53549,C659585,46,Hombre,Gabriel Cardona
53550,C181286,67,Mujer,Sandra Romero
53551,C279618,38,Mujer,Sara Valentina Ortiz
53552,C108013,29,Mujer,Diana Salazar
53553,C239072,58,Hombre,Miguel Castañeda
53554,C165042,47,Mujer,María Paula Ruiz
53555,C321732,27,Hombre,Carlos Alberto Gómez
53556,C217903,29,Mujer,Marcela Rodríguez
53557,C331592,43,Mujer,Sara Mora
53558,C152128,33,Mujer,Claudia Montoya
53559,C175440,35,Mujer,Sara López
53560,C688590,59,Hombre,Francisco García
53561,C180666,37,Mujer,Daniela Moreno
53562,C873775,59,Mujer,Sandra Milena Vega
53563,C141608,66,Mujer,Diana Arias
53564,C273560,67,Mujer,Antonella Botero
53565,C261445,21,Mujer,Juliana Rincón
53566,C198456,30,Hombre,José Luis Arias
53567,C124760,42,Mujer,Andrea Osorio
53568,C313940,59,Hombre,Sebastián Salazar
53569,C996239,35,Hombre,Juan Mora
53570,C126878,30,Hombre,Luis Fernando Ríos
53571,C201567,25,Mujer,Laura Sofía Osorio
53572,C187522,36,Mujer,Valeria Álvarez
53573,C209632,53,Hombre,Juan Sebastián Guerrero
53574,C257724,20,Mujer,Laura Sofía Hernández
53575,C676434,50,Hombre,Tomás Mejía
53576,C688784,39,Mujer,María Isabel Pineda
53577,C602085,59,Mujer,Juana Hernández
53578,C310227,24,Mujer,Patricia Vega
53579,C549807,27,Hombre,Luis Fernando Cruz
53580,C265635,37,Mujer,María Alejandra Ruiz
53581,C139512,56,Hombre,Diego Ángel
53582,C232895,41,Hombre,Víctor Manuel González
53583,C223345,51,Mujer,Luz Marina Ramírez
53584,C330377,48,Hombre,Andrés Felipe Cardona
53585,C125720,65,Hombre,Esteban Peña
53586,C141166,40,Hombre,Andrés Rincón
53587,C100012,25,Hombre,Simón García
53588,C255597,58,Hombre,Sergio Vargas
53589,C698646,36,Hombre,Gabriel Sánchez
53590,C294479,35,Hombre,Ricardo Ochoa
53591,C425002,37,Mujer,María Camila Cardona
53592,C331583,50,Mujer,Andrea Pérez
53593,C989004,23,Hombre,Carlos Alberto Sánchez
53594,C255745,66,Mujer,Monica Romero
53595,C661030,69,Mujer,Dulce María Guerrero
53596,C929754,30,Hombre,Nicolas Mora
53597,C207653,58,Hombre,Mateo Franco
53598,C816077,27,Hombre,Martín Vega
53599,C243981,58,Mujer,Ana María Ochoa
53600,C185944,40,Mujer,Luciana Franco
53601,C531826,46,Hombre,Maximiliano Rojas
53602,C213035,51,Mujer,María José Parra
53603,C223892,51,Mujer,Ana María Hernández
53604,C115437,22,Mujer,Patricia Gutiérrez
53605,C339010,45,Mujer,Luciana Vargas
53606,C399186,19,Hombre,Cristian Camilo Hernández
53607,C486223,65,Mujer,Alejandra Aguirre
53608,C203961,62,Mujer,Juana Ortiz
53609,C101995,24,Mujer,Guadalupe Osorio
53610,C112978,19,Mujer,Marcela Correa
53611,C279171,24,Mujer,Dulce María González
53612,C259034,56,Mujer,Ana María Moreno
53613,C151953,57,Mujer,Paula Soto
53614,C289241,19,Hombre,Sebastián Ángel
53615,C339283,58,Mujer,María Fernanda Sánchez
53616,C932952,42,Mujer,María Fernanda Cárdenas
53617,C527774,43,Mujer,Paula Henao
53618,C163118,50,Hombre,Daniel Alejandro Ríos
53619,C497167,27,Mujer,Antonia Montoya
53620,C860629,51,Mujer,Clara Inés Marín
53621,C259209,18,Mujer,Isabella Rodríguez
53622,C120412,51,Hombre,Juan Camilo Mesa
53623,C408801,67,Hombre,Jerónimo Zapata
53624,C337157,62,Hombre,Juan David Zapata
53625,C311957,40,Mujer,Claudia López
53626,C193979,50,Hombre,Luis Moreno
53627,C267259,61,Mujer,Catalina Torres
53628,C281256,61,Hombre,Oscar Gallego
53629,C154509,58,Hombre,Jerónimo Sánchez
53630,C810243,62,Mujer,Sandra Bedoya
53631,C914250,23,Mujer,Gloria Peña
53632,C335048,37,Hombre,Miguel Ángel Jiménez
53633,C322341,57,Mujer,Luz Marina Ortiz
53634,C734006,57,Hombre,Julian Castañeda
53635,C178418,59,Mujer,Alejandra Franco
53636,C891332,63,Hombre,José Rodríguez
53637,C181037,63,Mujer,Ana María Jiménez
53638,C287692,48,Mujer,María Victoria Pérez
53639,C150999,50,Hombre,Sebastián Marín
53640,C321565,67,Mujer,Ana Lucía Ángel
53641,C751172,60,Mujer,Andrea Muñoz
53642,C128613,61,Hombre,Juan David Peña
53643,C587856,22,Mujer,Natalia Rodríguez
53644,C319416,27,Hombre,Mauricio Mendoza
53645,C204988,19,Hombre,Jorge Suárez
53646,C103500,40,Hombre,Juan José Quintero
53647,C953556,22,Hombre,Mario Aguirre
53648,C232060,42,Hombre,Jerónimo Valencia
53649,C115557,21,Mujer,Camila Muñoz
53650,C764531,22,Hombre,Victor Salazar
53651,C136662,31,Mujer,Leidy Johanna Martínez
53652,C119052,64,Mujer,Manuela Martínez
53653,C213568,51,Mujer,Juliana Rojas
53654,C136748,59,Mujer,Andrea Zapata
53655,C551904,36,Mujer,María Isabel González
53656,C260522,65,Hombre,Ricardo Peña
53657,C325969,51,Mujer,Sara Valentina Sánchez
53658,C983495,67,Hombre,Juan Camilo Gallego
53659,C242243,44,Mujer,Guadalupe García
53660,C881830,46,Hombre,Juan Pablo Zapata
53661,C135492,59,Mujer,Liliana Correa
53662,C175847,48,Mujer,Antonella Escobar
53663,C363499,24,Hombre,Juan David Rojas
53664,C196173,43,Mujer,Patricia Pineda
53665,C190351,33,Mujer,Valentina Castañeda
53666,C360891,35,Hombre,Nicolas Vargas
53667,C609205,36,Mujer,María Alejandra Ramírez
53668,C269440,33,Mujer,Camila Marín
53669,C301397,41,Mujer,Juliana Botero
53670,C303780,68,Hombre,Carlos Andrés López
53671,C755876,59,Hombre,Esteban Valencia
53672,C199852,42,Mujer,Laura Valentina Ochoa
53673,C119484,56,Hombre,Juan Sebastián Bedoya
53674,C185007,31,Mujer,Gloria Escobar
53675,C423281,28,Mujer,María Paula Vega
